DateTime,open,high,low,close,volume,quoteVolume,weightedAverage,date
4/18/2019 18:29:32,5268.290933,5268.290933,5268.290933,5268.290933,0,0,5268.290933,1555612172
4/18/2019 20:00:00,5268.290933,5291.394836,5234.122673,5260.813557,330699.2995,62.76410138,5268.924309,1555617600
4/19/2019 0:00:00,5255.384921,5256.344666,5196,5215.133289,2234221.011,429.2935313,5204.41341,1555632000
4/19/2019 4:00:00,5214.718353,5232.768418,5203.701071,5230,140688.9567,26.93013305,5224.220631,1555646400
4/19/2019 8:00:00,5230,5260.200145,5214.212042,5237.1,348239.2824,66.47658047,5238.525808,1555660800
4/19/2019 12:00:00,5236.563668,5266.503463,5218.2,5260.4,135549.8867,25.83517784,5246.717773,1555675200
4/19/2019 16:00:00,5258,5328.313756,5237.542869,5274.880491,320679.0598,60.79196181,5275.024037,1555689600
4/19/2019 20:00:00,5274.880491,5277.195683,5214.212042,5260.859109,192116.0216,36.64378757,5242.79924,1555704000
4/20/2019 0:00:00,5261.2462,5293,5258.655695,5273.970821,128488.4099,24.33983326,5278.935503,1555718400
4/20/2019 4:00:00,5276.587256,5309.984809,5261.7,5308.6,203949.9744,38.51136686,5295.838373,1555732800
4/20/2019 8:00:00,5309.70133,5328.95,5273.785784,5285.640222,317064.6627,59.85256199,5297.428417,1555747200
4/20/2019 12:00:00,5290,5315.0425,5276,5291.864928,171947.1389,32.44429445,5299.765085,1555761600
4/20/2019 16:00:00,5293.556416,5302.79649,5282.102982,5299.5,215342.8099,40.6895997,5292.33051,1555776000
4/20/2019 20:00:00,5299.52,5308.393948,5241,5289.873885,303855.8246,57.51043871,5283.489944,1555790400
4/21/2019 0:00:00,5289.873885,5313.300001,5286.411161,5307.6,100980.1279,19.05341186,5299.844909,1555804800
4/21/2019 4:00:00,5304,5304,5277.970062,5277.970062,178491.7353,33.75836221,5287.33397,1555819200
4/21/2019 8:00:00,5279.379852,5285.2533,5188,5227.9999,897020.7219,171.5507172,5228.895201,1555833600
4/21/2019 12:00:00,5225,5238.3999,5167.782812,5238.3999,411841.1093,79.0272752,5211.37934,1555848000
4/21/2019 16:00:00,5238.3999,5240.9,5196.998099,5220.251054,125694.5733,24.05463858,5225.377755,1555862400
4/21/2019 20:00:00,5214.6,5270,5200,5258.959052,191052.6693,36.47825549,5237.439858,1555876800
4/22/2019 0:00:00,5259.3,5267,5212,5221.9,138623.0278,26.43879506,5243.167377,1555891200
4/22/2019 4:00:00,5220.5,5252.907844,5220.5,5244.720905,65700.44588,12.52328117,5246.264536,1555905600
4/22/2019 8:00:00,5244.720905,5291.06704,5240.725063,5275.901246,171225.7454,32.48361461,5271.142003,1555920000
4/22/2019 12:00:00,5273.4,5344.031978,5266,5283.21812,620028.0842,116.9552753,5301.411866,1555934400
4/22/2019 16:00:00,5278.21812,5390,5253.720898,5350.376314,3031973.788,568.2284033,5335.836384,1555948800
4/22/2019 20:00:00,5355.555907,5382.613649,5328.9,5364.936208,733500.6951,136.855167,5359.685801,1555963200
4/23/2019 0:00:00,5363.276332,5438.987867,5337.083828,5424.222919,1141979.244,212.21351,5381.274944,1555977600
4/23/2019 4:00:00,5419.817867,5597.01,5416.284431,5507.506412,1843103.237,335.0995704,5500.165921,1555992000
4/23/2019 8:00:00,5507.506412,5538.688747,5474.163113,5515.09308,545026.4576,98.93543485,5508.910518,1556006400
4/23/2019 12:00:00,5514.657654,5554.855817,5511.360151,5528.48772,1164269.697,210.3743129,5534.276887,1556020800
4/23/2019 16:00:00,5532.8,5580,5517.4,5570.979908,637175.5758,114.7440623,5553.015667,1556035200
4/23/2019 20:00:00,5570.979908,5572.345418,5480,5494.445167,325271.4526,58.94192331,5518.507614,1556049600
4/24/2019 0:00:00,5494.291343,5557.135726,5440.557653,5535,661254.5713,120.0756857,5506.981431,1556064000
4/24/2019 4:00:00,5538.752694,5588,5390,5421.090692,1567168.462,283.696523,5524.10176,1556078400
4/24/2019 8:00:00,5421.15282,5457.043374,5342,5382.49,1724312.691,318.5560122,5412.902676,1556092800
4/24/2019 12:00:00,5384.805699,5449.455676,5374.368423,5427.133418,776653.1567,143.543696,5410.569593,1556107200
4/24/2019 16:00:00,5429.220557,5436.551899,5348.4,5399.75564,779797.5489,144.5211171,5395.734302,1556121600
4/24/2019 20:00:00,5397.826555,5417.741,5381.024076,5409.032592,560866.7111,103.8620702,5400.111035,1556136000
4/25/2019 0:00:00,5408.979644,5433.006466,5386.987524,5415.95453,328814.8004,60.76510876,5411.24351,1556150400
4/25/2019 4:00:00,5415.95453,5426,5367.767416,5402.932016,294406.5114,54.61889743,5390.195066,1556164800
4/25/2019 8:00:00,5401.581283,5438.07436,5356.408096,5438,373168.2681,69.08955828,5401.225271,1556179200
4/25/2019 12:00:00,5438,5440,5401.852063,5431.63451,510567.705,94.15322587,5422.731938,1556193600
4/25/2019 16:00:00,5433.253515,5488.666467,5423.541235,5471.350073,300240.7679,54.96764912,5462.13587,1556208000
4/25/2019 20:00:00,5470.488416,5481.485815,5110.886777,5229.5526,4744272.598,905.7866727,5237.737252,1556222400
4/26/2019 0:00:00,5230.647391,5505.45,5168.630907,5340,1455502.858,272.231834,5346.556414,1556236800
4/26/2019 4:00:00,5340.000001,5379.199929,5250.217249,5288.893327,1144870.364,215.838209,5304.298852,1556251200
4/26/2019 8:00:00,5288.4,5344.36,5281.61,5329.266365,748696.7662,140.9319671,5312.469424,1556265600
4/26/2019 12:00:00,5329.266365,5340,5280.01,5285.799359,819851.2055,154.1437971,5318.742765,1556280000
4/26/2019 16:00:00,5291.28,5291.28,5201.878066,5260,560258.569,106.7450144,5248.568957,1556294400
4/26/2019 20:00:00,5260,5327.270096,5260,5312.711239,305677.1458,57.67362839,5300.119904,1556308800
4/27/2019 0:00:00,5310.027781,5323.2,5292.024095,5298.50883,93307.53853,17.58809111,5305.154377,1556323200
4/27/2019 4:00:00,5293.869662,5323.149682,5267.183473,5314.594352,183859.0766,34.69491149,5299.309573,1556337600
4/27/2019 8:00:00,5320.440406,5323.072388,5270,5281.97175,103901.6971,19.63057883,5292.849388,1556352000
4/27/2019 12:00:00,5276.204816,5305.83,5264.769725,5278.157615,80030.41723,15.14949496,5282.711895,1556366400
4/27/2019 16:00:00,5278.157615,5350.29,5278.157615,5332.61,293578.8988,55.26366463,5312.331362,1556380800
4/27/2019 20:00:00,5331.388631,5345,5284.650916,5296.326374,188795.673,35.50117375,5318.012142,1556395200
4/28/2019 0:00:00,5296.326374,5322.265448,5276.878066,5306.538669,366284.6799,69.25107403,5289.227425,1556409600
4/28/2019 4:00:00,5306.538669,5321,5295.248767,5321,141498.6134,26.66133058,5307.260004,1556424000
4/28/2019 8:00:00,5321,5343.139049,5308.722652,5333.2,371482.8338,69.78230707,5323.453027,1556438400
4/28/2019 12:00:00,5335.300785,5336.624943,5282.810589,5333.403125,481444.2658,90.63802513,5311.725019,1556452800
4/28/2019 16:00:00,5333.403125,5334.83154,5261.325975,5290.135503,477588.2724,90.06275972,5302.83853,1556467200
4/28/2019 20:00:00,5294.662743,5317.865558,5263.074867,5314.303451,280608.5859,53.01961732,5292.54265,1556481600
4/29/2019 0:00:00,5314.859039,5335.213122,5296.800001,5318.966095,331562.7995,62.34146107,5318.49581,1556496000
4/29/2019 4:00:00,5319.440935,5333.41078,5303.036144,5304.317794,347405.3334,65.31939942,5318.562885,1556510400
4/29/2019 8:00:00,5305.266555,5311.8,5251.815466,5276.91771,562267.0783,106.4691283,5281.033922,1556524800
